hyp,src,label,p(Hallucination),hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas
What's she saying?,What is she saying?,Not Hallucination,0.0,what is she saying,what is she saying,['what is she saying'],['what is she saying'],"[['what', 'is', 'she', 'saying']]","[['what', 'is', 'she', 'saying']]","['what', 'be', 'she', 'say']","['what', 'be', 'she', 'say']"
You're the key element.,You're the key.,Hallucination,1.0,you are the key element,you are the key,['you are the key element'],['you are the key'],"[['you', 'are', 'the', 'key', 'element']]","[['you', 'are', 'the', 'key']]","['you', 'be', 'the', 'key', 'element']","['you', 'be', 'the', 'key']"
I want to get out there.,I wanna get out.,Hallucination,1.0,i want to get out there,i want to get out,['i want to get out there'],['i want to get out'],"[['i', 'want', 'to', 'get', 'out', 'there']]","[['i', 'want', 'to', 'get', 'out']]","['I', 'want', 'to', 'get', 'out', 'there']","['I', 'want', 'to', 'get', 'out']"
"Do you know, who this fella?","Do you know, who this is?",Hallucination,1.0,do you know who this fella,do you know who this is,['do you know who this fella'],['do you know who this is'],"[['do', 'you', 'know', 'who', 'this', 'fella']]","[['do', 'you', 'know', 'who', 'this', 'is']]","['do', 'you', 'know', 'who', 'this', 'fella']","['do', 'you', 'know', 'who', 'this', 'be']"
Real close-up.,Real close.,Hallucination,1.0,real closeup,real close,['real closeup'],['real close'],"[['real', 'closeup']]","[['real', 'close']]","['real', 'closeup']","['real', 'close']"
I-I'm the last one.,I'm the last.,Hallucination,1.0,ii am the last one,i am the last,['ii am the last one'],['i am the last'],"[['ii', 'am', 'the', 'last', 'one']]","[['i', 'am', 'the', 'last']]","['ii', 'be', 'the', 'last', 'one']","['I', 'be', 'the', 'last']"
A slug.,A beer.,Hallucination,1.0,a slug,a beer,['a slug'],['a beer'],"[['a', 'slug']]","[['a', 'beer']]","['a', 'slug']","['a', 'beer']"
WHY DON'T YOU CALL?,Why didn't you call?,Hallucination,1.0,why do not you call,why did not you call,['why do not you call'],['why did not you call'],"[['why', 'do', 'not', 'you', 'call']]","[['why', 'did', 'not', 'you', 'call']]","['why', 'do', 'not', 'you', 'call']","['why', 'do', 'not', 'you', 'call']"
He--he knows.,He knows it.,Hallucination,1.0,hehe knows,he knows it,['hehe knows'],['he knows it'],"[['hehe', 'knows']]","[['he', 'knows', 'it']]","['hehe', 'know']","['he', 'know', 'it']"
It's ironic--like.,It's ironic.,Hallucination,1.0,it is ironiclike,it is ironic,['it is ironiclike'],['it is ironic'],"[['it', 'is', 'ironiclike']]","[['it', 'is', 'ironic']]","['it', 'be', 'ironiclike']","['it', 'be', 'ironic']"
It's the law enforcement.,It's the law.,Hallucination,1.0,it is the law enforcement,it is the law,['it is the law enforcement'],['it is the law'],"[['it', 'is', 'the', 'law', 'enforcement']]","[['it', 'is', 'the', 'law']]","['it', 'be', 'the', 'law', 'enforcement']","['it', 'be', 'the', 'law']"
At this hunch?,At this hour?,Hallucination,1.0,at this hunch,at this hour,['at this hunch'],['at this hour'],"[['at', 'this', 'hunch']]","[['at', 'this', 'hour']]","['at', 'this', 'hunch']","['at', 'this', 'hour']"
It's got to be in here.,It's gotta be here.,Not Hallucination,0.25,it is got to be in here,it is got to be here,['it is got to be in here'],['it is got to be here'],"[['it', 'is', 'got', 'to', 'be', 'in', 'here']]","[['it', 'is', 'got', 'to', 'be', 'here']]","['it', 'be', 'get', 'to', 'be', 'in', 'here']","['it', 'be', 'get', 'to', 'be', 'here']"
♪ A bird ♪ ♪,A bird.,Hallucination,1.0, a bird  ,a bird,[' a bird'],['a bird'],"[['a', 'bird']]","[['a', 'bird']]","['a', 'bird']","['a', 'bird']"
"Bye-bye, ed.","Bye, Eddie.",Hallucination,1.0,byebye ed,bye eddie,['byebye ed'],['bye eddie'],"[['byebye', 'ed']]","[['bye', 'eddie']]","['Byebye', 'ed']","['bye', 'eddie']"
And I will forever be.,And I always will.,Hallucination,1.0,and i will forever be,and i always will,['and i will forever be'],['and i always will'],"[['and', 'i', 'will', 'forever', 'be']]","[['and', 'i', 'always', 'will']]","['and', 'I', 'will', 'forever', 'be']","['and', 'I', 'always', 'will']"
Do you believe me?,Believe me?,Not Hallucination,0.25,do you believe me,believe me,['do you believe me'],['believe me'],"[['do', 'you', 'believe', 'me']]","[['believe', 'me']]","['do', 'you', 'believe', 'I']","['believe', 'I']"
Your mother rangled.,YOUR MOTHER CALLED.,Hallucination,1.0,your mother rangled,your mother called,['your mother rangled'],['your mother called'],"[['your', 'mother', 'rangled']]","[['your', 'mother', 'called']]","['your', 'mother', 'rangle']","['your', 'mother', 'call']"
"What'd you just call me, you know?",What'd you just call me?,Not Hallucination,0.5,what did you just call me you know,what did you just call me,['what did you just call me you know'],['what did you just call me'],"[['what', 'did', 'you', 'just', 'call', 'me', 'you', 'know']]","[['what', 'did', 'you', 'just', 'call', 'me']]","['what', 'do', 'you', 'just', 'call', 'I', 'you', 'know']","['what', 'do', 'you', 'just', 'call', 'I']"
What are you drinking '?,What are you drinking?,Not Hallucination,0.25,what are you drinking ,what are you drinking,['what are you drinking'],['what are you drinking'],"[['what', 'are', 'you', 'drinking']]","[['what', 'are', 'you', 'drinking']]","['what', 'be', 'you', 'drink']","['what', 'be', 'you', 'drink']"
You've got to understand.,You gotta understand.,Not Hallucination,0.0,you have got to understand,you got to understand,['you have got to understand'],['you got to understand'],"[['you', 'have', 'got', 'to', 'understand']]","[['you', 'got', 'to', 'understand']]","['you', 'have', 'get', 'to', 'understand']","['you', 'get', 'to', 'understand']"
As rapidly as possible..,As quickly as possible.,Not Hallucination,0.25,as rapidly as possible,as quickly as possible,['as rapidly as possible'],['as quickly as possible'],"[['as', 'rapidly', 'as', 'possible']]","[['as', 'quickly', 'as', 'possible']]","['as', 'rapidly', 'as', 'possible']","['as', 'quickly', 'as', 'possible']"
What'd you give ya?,What'd you give her?,Hallucination,1.0,what did you give ya,what did you give her,['what did you give ya'],['what did you give her'],"[['what', 'did', 'you', 'give', 'ya']]","[['what', 'did', 'you', 'give', 'her']]","['what', 'do', 'you', 'give', 'you']","['what', 'do', 'you', 'give', 'her']"
Why is she crying?,"George, why is she crying?",Not Hallucination,0.25,why is she crying,george why is she crying,['why is she crying'],['george why is she crying'],"[['why', 'is', 'she', 'crying']]","[['george', 'why', 'is', 'she', 'crying']]","['why', 'be', 'she', 'cry']","['George', 'why', 'be', 'she', 'cry']"
That's a lovely name.,A beautiful name.,Not Hallucination,0.25,that is a lovely name,a beautiful name,['that is a lovely name'],['a beautiful name'],"[['that', 'is', 'a', 'lovely', 'name']]","[['a', 'beautiful', 'name']]","['that', 'be', 'a', 'lovely', 'name']","['a', 'beautiful', 'name']"
Check under the bunk.,Check under the bed.,Hallucination,1.0,check under the bunk,check under the bed,['check under the bunk'],['check under the bed'],"[['check', 'under', 'the', 'bunk']]","[['check', 'under', 'the', 'bed']]","['check', 'under', 'the', 'bunk']","['check', 'under', 'the', 'bed']"
"Well, I ain't never been.",I've never been.,Not Hallucination,0.25,well i are not never been,i have never been,['well i are not never been'],['i have never been'],"[['well', 'i', 'are', 'not', 'never', 'been']]","[['i', 'have', 'never', 'been']]","['well', 'I', 'be', 'not', 'never', 'be']","['I', 'have', 'never', 'be']"
Children?,The children?,Not Hallucination,0.0,children,the children,['children'],['the children'],[['children']],"[['the', 'children']]",['child'],"['the', 'child']"
In your dorm?,In your bedroom?,Hallucination,1.0,in your dorm,in your bedroom,['in your dorm'],['in your bedroom'],"[['in', 'your', 'dorm']]","[['in', 'your', 'bedroom']]","['in', 'your', 'dorm']","['in', 'your', 'bedroom']"
Always have been.,I always have been.,Not Hallucination,0.0,always have been,i always have been,['always have been'],['i always have been'],"[['always', 'have', 'been']]","[['i', 'always', 'have', 'been']]","['always', 'have', 'be']","['I', 'always', 'have', 'be']"
"First time, huh?",First time?,Not Hallucination,0.25,first time huh,first time,['first time huh'],['first time'],"[['first', 'time', 'huh']]","[['first', 'time']]","['first', 'time', 'huh']","['first', 'time']"
Worth a tryout.,It was worth a try.,Hallucination,1.0,worth a tryout,it was worth a try,['worth a tryout'],['it was worth a try'],"[['worth', 'a', 'tryout']]","[['it', 'was', 'worth', 'a', 'try']]","['worth', 'a', 'tryout']","['it', 'be', 'worth', 'a', 'try']"
I-I'm married.,I'm married.,Not Hallucination,0.25,ii am married,i am married,['ii am married'],['i am married'],"[['ii', 'am', 'married']]","[['i', 'am', 'married']]","['ii', 'be', 'marry']","['I', 'be', 'married']"
Anytime you say.,Anytime you say.,Not Hallucination,0.0,anytime you say,anytime you say,['anytime you say'],['anytime you say'],"[['anytime', 'you', 'say']]","[['anytime', 'you', 'say']]","['anytime', 'you', 'say']","['anytime', 'you', 'say']"
"I just don't, that's for sure.",I just don't.,Not Hallucination,0.5,i just do not that is for sure,i just do not,['i just do not that is for sure'],['i just do not'],"[['i', 'just', 'do', 'not', 'that', 'is', 'for', 'sure']]","[['i', 'just', 'do', 'not']]","['I', 'just', 'do', 'not', 'that', 'be', 'for', 'sure']","['I', 'just', 'do', 'not']"
"Next time, eh?",Next time.,Not Hallucination,0.25,next time eh,next time,['next time eh'],['next time'],"[['next', 'time', 'eh']]","[['next', 'time']]","['next', 'time', 'eh']","['next', 'time']"
He ain't starving.,He's not hungry.,Hallucination,1.0,he are not starving,he is not hungry,['he are not starving'],['he is not hungry'],"[['he', 'are', 'not', 'starving']]","[['he', 'is', 'not', 'hungry']]","['he', 'be', 'not', 'starve']","['he', 'be', 'not', 'hungry']"
Hello. Edward.,"Hello, Edward.",Not Hallucination,0.0,hello edward,hello edward,['hello edward'],['hello edward'],"[['hello', 'edward']]","[['hello', 'edward']]","['hello', 'edward']","['hello', 'edward']"
Court's a ajourn.,Court is adjourned.,Hallucination,1.0,courts a ajourn,court is adjourned,['courts a ajourn'],['court is adjourned'],"[['courts', 'a', 'ajourn']]","[['court', 'is', 'adjourned']]","['court', 'a', 'ajourn']","['court', 'be', 'adjourn']"
Wanna get breakfast?,Want breakfast?,Not Hallucination,0.25,want to get breakfast,want breakfast,['want to get breakfast'],['want breakfast'],"[['want', 'to', 'get', 'breakfast']]","[['want', 'breakfast']]","['want', 'to', 'get', 'breakfast']","['want', 'breakfast']"
They were gunshots.,They had guns.,Hallucination,1.0,they were gunshots,they had guns,['they were gunshots'],['they had guns'],"[['they', 'were', 'gunshots']]","[['they', 'had', 'guns']]","['they', 'be', 'gunshot']","['they', 'have', 'gun']"
When did you arrive?,When did you arrive?,Not Hallucination,0.0,when did you arrive,when did you arrive,['when did you arrive'],['when did you arrive'],"[['when', 'did', 'you', 'arrive']]","[['when', 'did', 'you', 'arrive']]","['when', 'do', 'you', 'arrive']","['when', 'do', 'you', 'arrive']"
Light?,A light?,Not Hallucination,0.0,light,a light,['light'],['a light'],[['light']],"[['a', 'light']]",['light'],"['a', 'light']"
"Hey, what's this got to do with me, huh?",What's this got to do with me?,Not Hallucination,0.5,hey what is this got to do with me huh,what is this got to do with me,['hey what is this got to do with me huh'],['what is this got to do with me'],"[['hey', 'what', 'is', 'this', 'got', 'to', 'do', 'with', 'me', 'huh']]","[['what', 'is', 'this', 'got', 'to', 'do', 'with', 'me']]","['hey', 'what', 'be', 'this', 'get', 'to', 'do', 'with', 'I', 'huh']","['what', 'be', 'this', 'get', 'to', 'do', 'with', 'I']"
Beautiful day..,Beautiful day.,Not Hallucination,0.25,beautiful day,beautiful day,['beautiful day'],['beautiful day'],"[['beautiful', 'day']]","[['beautiful', 'day']]","['beautiful', 'day']","['beautiful', 'day']"
- When did you arrive here?,When did you come?,Not Hallucination,0.25, when did you arrive here,when did you come,[' when did you arrive here'],['when did you come'],"[['when', 'did', 'you', 'arrive', 'here']]","[['when', 'did', 'you', 'come']]","['when', 'do', 'you', 'arrive', 'here']","['when', 'do', 'you', 'come']"
"Hello, Guy.","Hello, Guy.",Not Hallucination,0.0,hello guy,hello guy,['hello guy'],['hello guy'],"[['hello', 'guy']]","[['hello', 'guy']]","['hello', 'guy']","['hello', 'guy']"
I'm going to go and talk to her.,I'm going to go talk to her.,Not Hallucination,0.25,i am going to go and talk to her,i am going to go talk to her,['i am going to go and talk to her'],['i am going to go talk to her'],"[['i', 'am', 'going', 'to', 'go', 'and', 'talk', 'to', 'her']]","[['i', 'am', 'going', 'to', 'go', 'talk', 'to', 'her']]","['I', 'be', 'go', 'to', 'go', 'and', 'talk', 'to', 'her']","['I', 'be', 'go', 'to', 'go', 'talk', 'to', 'her']"
- She's got it all.,She's got everything.,Not Hallucination,0.0, she is got it all,she is got everything,[' she is got it all'],['she is got everything'],"[['she', 'is', 'got', 'it', 'all']]","[['she', 'is', 'got', 'everything']]","['she', 'be', 'get', 'it', 'all']","['she', 'be', 'get', 'everything']"
♪ And how are you going to do that ♪,And how are you going to do that?,Not Hallucination,0.0, and how are you going to do that ,and how are you going to do that,[' and how are you going to do that'],['and how are you going to do that'],"[['and', 'how', 'are', 'you', 'going', 'to', 'do', 'that']]","[['and', 'how', 'are', 'you', 'going', 'to', 'do', 'that']]","['and', 'how', 'be', 'you', 'go', 'to', 'do', 'that']","['and', 'how', 'be', 'you', 'go', 'to', 'do', 'that']"
 ⁇ s.,Hunger.,Hallucination,1.0,  s,hunger,['  s'],['hunger'],[['s']],[['hunger']],['be'],['hunger']
Where's the Queenie?,Where's the Queen?,Hallucination,1.0,where is the queenie,where is the queen,['where is the queenie'],['where is the queen'],"[['where', 'is', 'the', 'queenie']]","[['where', 'is', 'the', 'queen']]","['where', 'be', 'the', 'queenie']","['where', 'be', 'the', 'queen']"
Where's Mummy now?,Where's Mummy?,Hallucination,1.0,where is mummy now,where is mummy,['where is mummy now'],['where is mummy'],"[['where', 'is', 'mummy', 'now']]","[['where', 'is', 'mummy']]","['where', 'be', 'mummy', 'now']","['where', 'be', 'mummy']"
What fella?,What son?,Hallucination,1.0,what fella,what son,['what fella'],['what son'],"[['what', 'fella']]","[['what', 'son']]","['what', 'fella']","['what', 'son']"
I'm never.,I never joke.,Hallucination,1.0,i am never,i never joke,['i am never'],['i never joke'],"[['i', 'am', 'never']]","[['i', 'never', 'joke']]","['I', 'be', 'never']","['I', 'never', 'joke']"
"Okay, chuck.","All right, Chuck.",Hallucination,1.0,okay chuck,all right chuck,['okay chuck'],['all right chuck'],"[['okay', 'chuck']]","[['all', 'right', 'chuck']]","['okay', 'chuck']","['all', 'right', 'chuck']"
I didn't do such a thing- -,I did no such thing.,Hallucination,1.0,i did not do such a thing ,i did no such thing,['i did not do such a thing'],['i did no such thing'],"[['i', 'did', 'not', 'do', 'such', 'a', 'thing']]","[['i', 'did', 'no', 'such', 'thing']]","['I', 'do', 'not', 'do', 'such', 'a', 'thing']","['I', 'do', 'no', 'such', 'thing']"
This is where you live?,This is where you live?,Not Hallucination,0.0,this is where you live,this is where you live,['this is where you live'],['this is where you live'],"[['this', 'is', 'where', 'you', 'live']]","[['this', 'is', 'where', 'you', 'live']]","['this', 'be', 'where', 'you', 'live']","['this', 'be', 'where', 'you', 'live']"
We're gonna need help.,We need help.,Hallucination,1.0,we are going to need help,we need help,['we are going to need help'],['we need help'],"[['we', 'are', 'going', 'to', 'need', 'help']]","[['we', 'need', 'help']]","['we', 'be', 'go', 'to', 'need', 'help']","['we', 'need', 'help']"
It's all in.,All-in.,Hallucination,1.0,it is all in,allin,['it is all in'],['allin'],"[['it', 'is', 'all', 'in']]",[['allin']],"['it', 'be', 'all', 'in']",['allin']
It's your mommy.,It's your mother.,Hallucination,1.0,it is your mommy,it is your mother,['it is your mommy'],['it is your mother'],"[['it', 'is', 'your', 'mommy']]","[['it', 'is', 'your', 'mother']]","['it', 'be', 'your', 'mommy']","['it', 'be', 'your', 'mother']"
Do you... see her?,Do you see her?,Hallucination,1.0,do you see her,do you see her,['do you see her'],['do you see her'],"[['do', 'you', 'see', 'her']]","[['do', 'you', 'see', 'her']]","['do', 'you', 'see', 'her']","['do', 'you', 'see', 'her']"
Let's go for a spin.,Let's go for a little ride.,Hallucination,1.0,let us go for a spin,let us go for a little ride,['let us go for a spin'],['let us go for a little ride'],"[['let', 'us', 'go', 'for', 'a', 'spin']]","[['let', 'us', 'go', 'for', 'a', 'little', 'ride']]","['let', 'we', 'go', 'for', 'a', 'spin']","['let', 'we', 'go', 'for', 'a', 'little', 'ride']"
"""Is she happy?""",Is she happy?,Hallucination,1.0,is she happy,is she happy,['is she happy'],['is she happy'],"[['is', 'she', 'happy']]","[['is', 'she', 'happy']]","['be', 'she', 'happy']","['be', 'she', 'happy']"
You're preoccupied.,You're early.,Hallucination,1.0,you are preoccupied,you are early,['you are preoccupied'],['you are early'],"[['you', 'are', 'preoccupied']]","[['you', 'are', 'early']]","['you', 'be', 'preoccupied']","['you', 'be', 'early']"
"Pardon me, Captain.","Excuse me, Captain.",Hallucination,1.0,pardon me captain,excuse me captain,['pardon me captain'],['excuse me captain'],"[['pardon', 'me', 'captain']]","[['excuse', 'me', 'captain']]","['pardon', 'I', 'captain']","['excuse', 'I', 'captain']"
I-I don't know who it is.,I don't know who it is.,Not Hallucination,0.0,ii do not know who it is,i do not know who it is,['ii do not know who it is'],['i do not know who it is'],"[['ii', 'do', 'not', 'know', 'who', 'it', 'is']]","[['i', 'do', 'not', 'know', 'who', 'it', 'is']]","['ii', 'do', 'not', 'know', 'who', 'it', 'be']","['I', 'do', 'not', 'know', 'who', 'it', 'be']"
I'm-I'm almost done.,I'm almost done.,Not Hallucination,0.0,i ami am almost done,i am almost done,['i ami am almost done'],['i am almost done'],"[['i', 'ami', 'am', 'almost', 'done']]","[['i', 'am', 'almost', 'done']]","['I', 'ami', 'be', 'almost', 'do']","['I', 'be', 'almost', 'do']"
Where's Pop?,Where's Pop?,Not Hallucination,0.0,where is pop,where is pop,['where is pop'],['where is pop'],"[['where', 'is', 'pop']]","[['where', 'is', 'pop']]","['where', 'be', 'pop']","['where', 'be', 'pop']"
- I know that you can.,I know that you can.,Not Hallucination,0.0, i know that you can,i know that you can,[' i know that you can'],['i know that you can'],"[['i', 'know', 'that', 'you', 'can']]","[['i', 'know', 'that', 'you', 'can']]","['I', 'know', 'that', 'you', 'can']","['I', 'know', 'that', 'you', 'can']"
- Champagne?,Champagne?,Not Hallucination,0.0, champagne,champagne,[' champagne'],['champagne'],[['champagne']],[['champagne']],['champagne'],['champagne']
Do you have the cash?,Do you have the money?,Hallucination,1.0,do you have the cash,do you have the money,['do you have the cash'],['do you have the money'],"[['do', 'you', 'have', 'the', 'cash']]","[['do', 'you', 'have', 'the', 'money']]","['do', 'you', 'have', 'the', 'cash']","['do', 'you', 'have', 'the', 'money']"
A child.,A child.,Not Hallucination,0.0,a child,a child,['a child'],['a child'],"[['a', 'child']]","[['a', 'child']]","['a', 'child']","['a', 'child']"
"Who's a ""us-us""?","Who's ""us""?",Hallucination,1.0,who is a usus,who is us,['who is a usus'],['who is us'],"[['who', 'is', 'a', 'usus']]","[['who', 'is', 'us']]","['who', 'be', 'a', 'usus']","['who', 'be', 'we']"
.. two one.,"... two, one.",Hallucination,1.0, two one, two one,[' two one'],[' two one'],"[['two', 'one']]","[['two', 'one']]","['two', 'one']","['two', 'one']"
 ⁇ 's gone up.,The price has gone up.,Hallucination,1.0,  s gone up,the price has gone up,['  s gone up'],['the price has gone up'],"[['s', 'gone', 'up']]","[['the', 'price', 'has', 'gone', 'up']]","['be', 'go', 'up']","['the', 'price', 'have', 'go', 'up']"
"- How's your stomach, ⁇ ?",How's your stomach?,Hallucination,1.0, how is your stomach  ,how is your stomach,[' how is your stomach'],['how is your stomach'],"[['how', 'is', 'your', 'stomach']]","[['how', 'is', 'your', 'stomach']]","['how', 'be', 'your', 'stomach']","['how', 'be', 'your', 'stomach']"
I've nothing to say.,I got nothing to say.,Not Hallucination,0.0,i have nothing to say,i got nothing to say,['i have nothing to say'],['i got nothing to say'],"[['i', 'have', 'nothing', 'to', 'say']]","[['i', 'got', 'nothing', 'to', 'say']]","['I', 'have', 'nothing', 'to', 'say']","['I', 'get', 'nothing', 'to', 'say']"
"Good dog, good dog, good doggie.",Good dog.,Hallucination,1.0,good dog good dog good doggie,good dog,['good dog good dog good doggie'],['good dog'],"[['good', 'dog', 'good', 'dog', 'good', 'doggie']]","[['good', 'dog']]","['good', 'dog', 'good', 'dog', 'good', 'doggie']","['good', 'dog']"
I'd like to hear what's going on.,I'd like to hear it.,Hallucination,1.0,i would like to hear what is going on,i would like to hear it,['i would like to hear what is going on'],['i would like to hear it'],"[['i', 'would', 'like', 'to', 'hear', 'what', 'is', 'going', 'on']]","[['i', 'would', 'like', 'to', 'hear', 'it']]","['I', 'would', 'like', 'to', 'hear', 'what', 'be', 'go', 'on']","['I', 'would', 'like', 'to', 'hear', 'it']"
You should've seen the look on your mug.,You should've seen the look on your face.,Hallucination,1.0,you should have seen the look on your mug,you should have seen the look on your face,['you should have seen the look on your mug'],['you should have seen the look on your face'],"[['you', 'should', 'have', 'seen', 'the', 'look', 'on', 'your', 'mug']]","[['you', 'should', 'have', 'seen', 'the', 'look', 'on', 'your', 'face']]","['you', 'should', 'have', 'see', 'the', 'look', 'on', 'your', 'mug']","['you', 'should', 'have', 'see', 'the', 'look', 'on', 'your', 'face']"
One-to-one-one.,100%.,Hallucination,1.0,onetooneone,100,['onetooneone'],['100'],[['onetooneone']],[['100']],['onetooneone'],['100']
We're gonna find him.,We're going to find him.,Not Hallucination,0.0,we are going to find him,we are going to find him,['we are going to find him'],['we are going to find him'],"[['we', 'are', 'going', 'to', 'find', 'him']]","[['we', 'are', 'going', 'to', 'find', 'him']]","['we', 'be', 'go', 'to', 'find', 'he']","['we', 'be', 'go', 'to', 'find', 'he']"
I'll--I live.,I'll live.,Hallucination,1.0,i willi live,i will live,['i willi live'],['i will live'],"[['i', 'willi', 'live']]","[['i', 'will', 'live']]","['I', 'will', 'live']","['I', 'will', 'live']"
Checked it again.,Check again.,Hallucination,1.0,checked it again,check again,['checked it again'],['check again'],"[['checked', 'it', 'again']]","[['check', 'again']]","['check', 'it', 'again']","['check', 'again']"
I ain't never been in love with her.,I've never been in love.,Hallucination,1.0,i are not never been in love with her,i have never been in love,['i are not never been in love with her'],['i have never been in love'],"[['i', 'are', 'not', 'never', 'been', 'in', 'love', 'with', 'her']]","[['i', 'have', 'never', 'been', 'in', 'love']]","['I', 'be', 'not', 'never', 'be', 'in', 'love', 'with', 'her']","['I', 'have', 'never', 'be', 'in', 'love']"
Thirty-fifty.,30%.,Hallucination,1.0,thirtyfifty,30,['thirtyfifty'],['30'],[['thirtyfifty']],[['30']],['thirtyfifty'],['30']
"Hello, Gus.","Hello, Gus.",Not Hallucination,0.0,hello gus,hello gus,['hello gus'],['hello gus'],"[['hello', 'gus']]","[['hello', 'gus']]","['hello', 'gus']","['hello', 'gus']"
See ya out there.,See you out there.,Not Hallucination,0.0,see ya out there,see you out there,['see ya out there'],['see you out there'],"[['see', 'ya', 'out', 'there']]","[['see', 'you', 'out', 'there']]","['see', 'you', 'out', 'there']","['see', 'you', 'out', 'there']"
Were you having a good day?,Did you have a good day?,Hallucination,1.0,were you having a good day,did you have a good day,['were you having a good day'],['did you have a good day'],"[['were', 'you', 'having', 'a', 'good', 'day']]","[['did', 'you', 'have', 'a', 'good', 'day']]","['be', 'you', 'have', 'a', 'good', 'day']","['do', 'you', 'have', 'a', 'good', 'day']"
You tailed me?,Were you following me?,Hallucination,1.0,you tailed me,were you following me,['you tailed me'],['were you following me'],"[['you', 'tailed', 'me']]","[['were', 'you', 'following', 'me']]","['you', 'tail', 'I']","['be', 'you', 'follow', 'I']"
Ferraris.,A Ferrari.,Hallucination,1.0,ferraris,a ferrari,['ferraris'],['a ferrari'],[['ferraris']],"[['a', 'ferrari']]",['ferraris'],"['a', 'ferrari']"
- lt's a matter of time.,It's a matter of time.,Hallucination,1.0, lts a matter of time,it is a matter of time,[' lts a matter of time'],['it is a matter of time'],"[['lts', 'a', 'matter', 'of', 'time']]","[['it', 'is', 'a', 'matter', 'of', 'time']]","['lt', 'a', 'matter', 'of', 'time']","['it', 'be', 'a', 'matter', 'of', 'time']"
Have you ever been there?,Have you been there?,Hallucination,1.0,have you ever been there,have you been there,['have you ever been there'],['have you been there'],"[['have', 'you', 'ever', 'been', 'there']]","[['have', 'you', 'been', 'there']]","['have', 'you', 'ever', 'be', 'there']","['have', 'you', 'be', 'there']"
"""Samir.""","PEGGY: ""Samir.",Not Hallucination,0.0,samir,peggy samir,['samir'],['peggy samir'],[['samir']],"[['peggy', 'samir']]",['Samir'],"['peggy', 'samir']"
Too quieter.,Too quiet.,Hallucination,1.0,too quieter,too quiet,['too quieter'],['too quiet'],"[['too', 'quieter']]","[['too', 'quiet']]","['too', 'quiet']","['too', 'quiet']"
Except forthat.,Except for that.,Hallucination,1.0,except forthat,except for that,['except forthat'],['except for that'],"[['except', 'forthat']]","[['except', 'for', 'that']]","['except', 'forthat']","['except', 'for', 'that']"
I got a contract- -,I got a contract.,Hallucination,1.0,i got a contract ,i got a contract,['i got a contract'],['i got a contract'],"[['i', 'got', 'a', 'contract']]","[['i', 'got', 'a', 'contract']]","['I', 'get', 'a', 'contract']","['I', 'get', 'a', 'contract']"
"Hey, morgan.","Hey, morgan.",Not Hallucination,0.0,hey morgan,hey morgan,['hey morgan'],['hey morgan'],"[['hey', 'morgan']]","[['hey', 'morgan']]","['hey', 'morgan']","['hey', 'morgan']"
"Hello, Omar.","Hello, Omar.",Not Hallucination,0.0,hello omar,hello omar,['hello omar'],['hello omar'],"[['hello', 'omar']]","[['hello', 'omar']]","['hello', 'omar']","['hello', 'omar']"
Have you studied it?,Have you read it?,Hallucination,1.0,have you studied it,have you read it,['have you studied it'],['have you read it'],"[['have', 'you', 'studied', 'it']]","[['have', 'you', 'read', 'it']]","['have', 'you', 'study', 'it']","['have', 'you', 'read', 'it']"
We've been expecting to see you.,We've been expecting you.,Hallucination,1.0,we have been expecting to see you,we have been expecting you,['we have been expecting to see you'],['we have been expecting you'],"[['we', 'have', 'been', 'expecting', 'to', 'see', 'you']]","[['we', 'have', 'been', 'expecting', 'you']]","['we', 'have', 'be', 'expect', 'to', 'see', 'you']","['we', 'have', 'be', 'expect', 'you']"
I'm not that hungry.,I'm not that hungry.,Not Hallucination,0.0,i am not that hungry,i am not that hungry,['i am not that hungry'],['i am not that hungry'],"[['i', 'am', 'not', 'that', 'hungry']]","[['i', 'am', 'not', 'that', 'hungry']]","['I', 'be', 'not', 'that', 'hungry']","['I', 'be', 'not', 'that', 'hungry']"
You have twenty minutes.,You've got 20 minutes.,Not Hallucination,0.0,you have twenty minutes,you have got 20 minutes,['you have twenty minutes'],['you have got 20 minutes'],"[['you', 'have', 'twenty', 'minutes']]","[['you', 'have', 'got', '20', 'minutes']]","['you', 'have', 'twenty', 'minute']","['you', 'have', 'get', '20', 'minute']"
I figured you'd want.,I thought you wanted.,Hallucination,1.0,i figured you would want,i thought you wanted,['i figured you would want'],['i thought you wanted'],"[['i', 'figured', 'you', 'would', 'want']]","[['i', 'thought', 'you', 'wanted']]","['I', 'figure', 'you', 'would', 'want']","['I', 'think', 'you', 'want']"
Whose doggy's that '?,Whose dog is that?,Hallucination,1.0,whose doggys that ,whose dog is that,['whose doggys that'],['whose dog is that'],"[['whose', 'doggys', 'that']]","[['whose', 'dog', 'is', 'that']]","['whose', 'doggy', 'that']","['whose', 'dog', 'be', 'that']"
It's janee.,It's Jane.,Hallucination,1.0,it is janee,it is jane,['it is janee'],['it is jane'],"[['it', 'is', 'janee']]","[['it', 'is', 'jane']]","['it', 'be', 'janee']","['it', 'be', 'jane']"
