,hyp,tgt,src,ref,task,model,hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas,cosine_similarity,semantic_similarity
6792,"Hey, kent.",,"Hey, Kent.",src,PG,,hey kent,hey kent,['hey kent'],['hey kent'],"[['hey', 'kent']]","[['hey', 'kent']]","['hey', 'kent']","['hey', 'kent']",1.0,1.000000238418579
6793,Much later on.,,A lot later.,src,PG,,much later on,a lot later,['much later on'],['a lot later'],"[['much', 'later', 'on']]","[['a', 'lot', 'later']]","['much', 'late', 'on']","['a', 'lot', 'late']",0.43599976157021264,0.9728451371192932
6794,Howdy.,,"Hello, Captain.",src,PG,,how do you,hello captain,['how do you'],['hello captain'],"[['how', 'do', 'you']]","[['hello', 'captain']]","['how', 'do', 'you']","['hello', 'captain']",0.0,0.19048357009887695
6795,Don't spoilt it.,,Don't ruin it.,src,PG,,do not spoilt it,do not ruin it,['do not spoilt it'],['do not ruin it'],"[['do', 'not', 'spoilt', 'it']]","[['do', 'not', 'ruin', 'it']]","['do', 'not', 'spoil', 'it']","['do', 'not', 'ruin', 'it']",0.28401516849436204,0.7902794480323792
6796,"$10,000.",,10 grand.,src,PG,,10000,10 grand,['10000'],['10 grand'],[['10000']],"[['10', 'grand']]",['10000'],"['10', 'grand']",0.0,0.8383678197860718
6797,He's been gunned.,,He's shot.,src,PG,,he is been gunned,he is shot,['he is been gunned'],['he is shot'],"[['he', 'is', 'been', 'gunned']]","[['he', 'is', 'shot']]","['he', 'be', 'be', 'gunn']","['he', 'be', 'shot']",0.21111466360611508,0.7953181862831116
6798,Don't flip.,,Do not turn around.,src,PG,,do not flip,do not turn around,['do not flip'],['do not turn around'],"[['do', 'not', 'flip']]","[['do', 'not', 'turn', 'around']]","['do', 'not', 'flip']","['do', 'not', 'turn', 'around']",0.1807201283463859,0.859737753868103
6799,It's the best I'm capable of.,,It's the best I can do.,src,PG,,it is the best i am capable of,it is the best i can do,['it is the best i am capable of'],['it is the best i can do'],"[['it', 'is', 'the', 'best', 'i', 'am', 'capable', 'of']]","[['it', 'is', 'the', 'best', 'i', 'can', 'do']]","['it', 'be', 'the', 'good', 'I', 'be', 'capable', 'of']","['it', 'be', 'the', 'good', 'I', 'can', 'do']",0.47451272739571815,0.9175114035606384
6800,"No, I'll do it..",,"No, I can do it.",src,PG,,no i will do it,no i can do it,['no i will do it'],['no i can do it'],"[['no', 'i', 'will', 'do', 'it']]","[['no', 'i', 'can', 'do', 'it']]","['no', 'I', 'will', 'do', 'it']","['no', 'I', 'can', 'do', 'it']",0.6854345865545439,0.7081905007362366
6801,Wh-Where's a towel at?,,Where's a towel?,src,PG,,whwhere is a towel at,where is a towel,['whwhere is a towel at'],['where is a towel'],"[['whwhere', 'is', 'a', 'towel', 'at']]","[['where', 'is', 'a', 'towel']]","['whwhere', 'be', 'a', 'towel', 'at']","['where', 'be', 'a', 'towel']",0.6576172252926012,0.9202966094017029
6802,I-I-I'm her son.,,It's her son.,src,PG,,iii am her son,it is her son,['iii am her son'],['it is her son'],"[['iii', 'am', 'her', 'son']]","[['it', 'is', 'her', 'son']]","['iii', 'be', 'her', 'son']","['it', 'be', 'her', 'son']",0.7642723262066187,0.7575570344924927
6803,"Thanks, Fredi.",,"Hey, thanks, Fred.",src,PG,,thanks fredi,hey thanks fred,['thanks fredi'],['hey thanks fred'],"[['thanks', 'fredi']]","[['hey', 'thanks', 'fred']]","['thanks', 'fredi']","['hey', 'thanks', 'fred']",0.21492119798212053,0.8568621873855591
6804,There's no need to be explained to me.,,No need to explain.,src,PG,,there is no need to be explained to me,no need to explain,['there is no need to be explained to me'],['no need to explain'],"[['there', 'is', 'no', 'need', 'to', 'be', 'explained', 'to', 'me']]","[['no', 'need', 'to', 'explain']]","['there', 'be', 'no', 'need', 'to', 'be', 'explain', 'to', 'I']","['no', 'need', 'to', 'explain']",0.8627053696052759,0.9120202660560608
6805,"Hello, doc.",,"Hello, Doctor.",src,PG,,hello doc,hello doctor,['hello doc'],['hello doctor'],"[['hello', 'doc']]","[['hello', 'doctor']]","['hello', 'doc']","['hello', 'doctor']",0.26034185017489714,0.8947374224662781
6806,Wh-Where's Alice?,,Where's Alice?,src,PG,,whwhere is alice,where is alice,['whwhere is alice'],['where is alice'],"[['whwhere', 'is', 'alice']]","[['where', 'is', 'alice']]","['whwhere', 'be', 'alice']","['where', 'be', 'alice']",0.7221060396100809,0.8463982343673706
6807,Señor.,,Senor.,src,PG,,señor,senor,['señor'],['senor'],[['señor']],[['senor']],['señor'],['senor'],0.0,0.6301963329315186
6808,Wedding is tomorrow.,,The wedding is tomorrow.,src,PG,,wedding is tomorrow,the wedding is tomorrow,['wedding is tomorrow'],['the wedding is tomorrow'],"[['wedding', 'is', 'tomorrow']]","[['the', 'wedding', 'is', 'tomorrow']]","['wedding', 'be', 'tomorrow']","['the', 'wedding', 'be', 'tomorrow']",0.9534036970107336,0.9944189786911011
6809,Everything's in place.,,Everything's in place.,src,PG,,everythings in place,everythings in place,['everythings in place'],['everythings in place'],"[['everythings', 'in', 'place']]","[['everythings', 'in', 'place']]","['everythings', 'in', 'place']","['everythings', 'in', 'place']",1.0000000000000002,0.9999998211860657
6810,That's my husbands.,,That is my husband.,src,PG,,that is my husbands,that is my husband,['that is my husbands'],['that is my husband'],"[['that', 'is', 'my', 'husbands']]","[['that', 'is', 'my', 'husband']]","['that', 'be', 'my', 'husband']","['that', 'be', 'my', 'husband']",1.0,1.0
6811,Aren't you eatin 'it?,,Aren't you eating?,src,PG,,are not you eatin it,are not you eating,['are not you eatin it'],['are not you eating'],"[['are', 'not', 'you', 'eatin', 'it']]","[['are', 'not', 'you', 'eating']]","['be', 'not', 'you', 'eat', 'it']","['be', 'not', 'you', 'eat']",0.926574271350133,0.9428110718727112
6812,An accident?,,Accident?,src,PG,,an accident,accident,['an accident'],['accident'],"[['an', 'accident']]",[['accident']],"['a', 'accident']",['accident'],1.0,0.9724388122558594
6813,Now eat up.,,Eat up now.,src,PG,,now eat up,eat up now,['now eat up'],['eat up now'],"[['now', 'eat', 'up']]","[['eat', 'up', 'now']]","['now', 'eat', 'up']","['eat', 'up', 'now']",1.0,0.9822970628738403
6814,It's detective griffin.,,It's Detective Griffin.,src,PG,,it is detective griffin,it is detective griffin,['it is detective griffin'],['it is detective griffin'],"[['it', 'is', 'detective', 'griffin']]","[['it', 'is', 'detective', 'griffin']]","['it', 'be', 'detective', 'griffin']","['it', 'be', 'detective', 'griffin']",1.0000000000000002,1.0
6815,♪ I belong here ♪ ♪,,I belong here.,src,PG,, i belong here  ,i belong here,[' i belong here'],['i belong here'],"[['i', 'belong', 'here']]","[['i', 'belong', 'here']]","['I', 'belong', 'here']","['I', 'belong', 'here']",1.0,1.0
6816,"- Don't exaggerate, Gibbs.",,Don't exaggerate.,src,PG,, do not exaggerate gibbs,do not exaggerate,[' do not exaggerate gibbs'],['do not exaggerate'],"[['do', 'not', 'exaggerate', 'gibbs']]","[['do', 'not', 'exaggerate']]","['do', 'not', 'exaggerate', 'gibb']","['do', 'not', 'exaggerate']",0.7927866917736841,0.891537070274353
6817,That's my papa.,,This is my dad.,src,PG,,that is my papa,this is my dad,['that is my papa'],['this is my dad'],"[['that', 'is', 'my', 'papa']]","[['this', 'is', 'my', 'dad']]","['that', 'be', 'my', 'papa']","['this', 'be', 'my', 'dad']",0.24123017553676354,0.9484178423881531
6818,Where'd you learn how to do that '?,,Where'd you learn how to do that?,src,PG,,where did you learn how to do that ,where did you learn how to do that,['where did you learn how to do that'],['where did you learn how to do that'],"[['where', 'did', 'you', 'learn', 'how', 'to', 'do', 'that']]","[['where', 'did', 'you', 'learn', 'how', 'to', 'do', 'that']]","['where', 'do', 'you', 'learn', 'how', 'to', 'do', 'that']","['where', 'do', 'you', 'learn', 'how', 'to', 'do', 'that']",1.0000000000000004,1.0000001192092896
6819,I DON'T WANT ANY TRUTH.,,I don't want any trouble.,src,PG,,i do not want any truth,i do not want any trouble,['i do not want any truth'],['i do not want any trouble'],"[['i', 'do', 'not', 'want', 'any', 'truth']]","[['i', 'do', 'not', 'want', 'any', 'trouble']]","['I', 'do', 'not', 'want', 'any', 'truth']","['I', 'do', 'not', 'want', 'any', 'trouble']",0.566940748508837,0.6235976219177246
6820,Cable-guy.,,Cable guy.,src,PG,,cableguy,cable guy,['cableguy'],['cable guy'],[['cableguy']],"[['cable', 'guy']]",['cableguy'],"['cable', 'guy']",0.0,0.8589962720870972
6821,You struck?,,Are you hit?,src,PG,,you struck,are you hit,['you struck'],['are you hit'],"[['you', 'struck']]","[['are', 'you', 'hit']]","['you', 'strike']","['be', 'you', 'hit']",0.0724257459596286,0.8292905688285828
6822,I-I'm your dad.,,I'm your dad.,src,PG,,ii am your dad,i am your dad,['ii am your dad'],['i am your dad'],"[['ii', 'am', 'your', 'dad']]","[['i', 'am', 'your', 'dad']]","['ii', 'be', 'your', 'dad']","['I', 'be', 'your', 'dad']",0.8424628229389252,0.9051339626312256
6823,"Mike, are you all right?",,"Mike, are you okay?",src,PG,,mike are you all right,mike are you okay,['mike are you all right'],['mike are you okay'],"[['mike', 'are', 'you', 'all', 'right']]","[['mike', 'are', 'you', 'okay']]","['mike', 'be', 'you', 'all', 'right']","['mike', 'be', 'you', 'okay']",0.5939224562548107,0.9467080235481262
6824,DAY OF THE DEAD.,,Day of the Dead.,src,PG,,day of the dead,day of the dead,['day of the dead'],['day of the dead'],"[['day', 'of', 'the', 'dead']]","[['day', 'of', 'the', 'dead']]","['day', 'of', 'the', 'dead']","['day', 'of', 'the', 'dead']",1.0,0.9999997615814209
6825,Thirty-second.,,Thirty second.,src,PG,,thirtysecond,thirty second,['thirtysecond'],['thirty second'],[['thirtysecond']],"[['thirty', 'second']]",['thirtysecond'],"['thirty', 'second']",0.0,0.9527722597122192
6826,Thank you so much for tellin 'me that.,,Thank you for telling me.,src,PG,,thank you so much for tellin me that,thank you for telling me,['thank you so much for tellin me that'],['thank you for telling me'],"[['thank', 'you', 'so', 'much', 'for', 'tellin', 'me', 'that']]","[['thank', 'you', 'for', 'telling', 'me']]","['thank', 'you', 'so', 'much', 'for', 'tellin', 'I', 'that']","['thank', 'you', 'for', 'tell', 'I']",0.384530967184882,0.9223176836967468
6827,Bring me one.,,Can I have one of those?,src,PG,,bring me one,can i have one of those,['bring me one'],['can i have one of those'],"[['bring', 'me', 'one']]","[['can', 'i', 'have', 'one', 'of', 'those']]","['bring', 'I', 'one']","['can', 'I', 'have', 'one', 'of', 'that']",0.29449540089325604,0.5615206956863403
6828,♪ I'm as light as a feather ♪,,I'm as light as a feather.,src,PG,, i am as light as a feather ,i am as light as a feather,[' i am as light as a feather'],['i am as light as a feather'],"[['i', 'am', 'as', 'light', 'as', 'a', 'feather']]","[['i', 'am', 'as', 'light', 'as', 'a', 'feather']]","['I', 'be', 'as', 'light', 'as', 'a', 'feather']","['I', 'be', 'as', 'light', 'as', 'a', 'feather']",1.0000000000000002,0.9999997615814209
6829,You know how he gets it.,,You know how he gets.,src,PG,,you know how he gets it,you know how he gets,['you know how he gets it'],['you know how he gets'],"[['you', 'know', 'how', 'he', 'gets', 'it']]","[['you', 'know', 'how', 'he', 'gets']]","['you', 'know', 'how', 'he', 'get', 'it']","['you', 'know', 'how', 'he', 'get']",0.9334207914720507,0.9853988885879517
6830,Ten seconds tops.,,10 seconds.,src,PG,,ten seconds tops,10 seconds,['ten seconds tops'],['10 seconds'],"[['ten', 'seconds', 'tops']]","[['10', 'seconds']]","['ten', 'second', 'top']","['10', 'second']",0.36339794560991173,0.7094640731811523
6831,I do not need help.,,I don't need any help.,src,PG,,i do not need help,i do not need any help,['i do not need help'],['i do not need any help'],"[['i', 'do', 'not', 'need', 'help']]","[['i', 'do', 'not', 'need', 'any', 'help']]","['I', 'do', 'not', 'need', 'help']","['I', 'do', 'not', 'need', 'any', 'help']",0.8378018151582959,0.986716091632843
6832,You're good.,,You are a good man.,src,PG,,you are good,you are a good man,['you are good'],['you are a good man'],"[['you', 'are', 'good']]","[['you', 'are', 'a', 'good', 'man']]","['you', 'be', 'good']","['you', 'be', 'a', 'good', 'man']",0.7523606820078517,0.8438323736190796
6833,He's still alive?,,He's still alive?,src,PG,,he is still alive,he is still alive,['he is still alive'],['he is still alive'],"[['he', 'is', 'still', 'alive']]","[['he', 'is', 'still', 'alive']]","['he', 'be', 'still', 'alive']","['he', 'be', 'still', 'alive']",1.0000000000000002,1.0000001192092896
6834,Don't do anything.,,Do not do anything.,src,PG,,do not do anything,do not do anything,['do not do anything'],['do not do anything'],"[['do', 'not', 'do', 'anything']]","[['do', 'not', 'do', 'anything']]","['do', 'not', 'do', 'anything']","['do', 'not', 'do', 'anything']",1.0000000000000002,1.0
6835,Don't be a toddler.,,Don't be a child.,src,PG,,do not be a toddler,do not be a child,['do not be a toddler'],['do not be a child'],"[['do', 'not', 'be', 'a', 'toddler']]","[['do', 'not', 'be', 'a', 'child']]","['do', 'not', 'be', 'a', 'toddler']","['do', 'not', 'be', 'a', 'child']",0.26004183204476294,0.957717776298523
6836,A casket?,,A coffin?,src,PG,,a casket,a coffin,['a casket'],['a coffin'],"[['a', 'casket']]","[['a', 'coffin']]","['a', 'casket']","['a', 'coffin']",0.0,0.6805392503738403
6837,Where Father?,,Where is Father?,src,PG,,where father,where is father,['where father'],['where is father'],"[['where', 'father']]","[['where', 'is', 'father']]","['where', 'father']","['where', 'be', 'father']",0.973164014767232,0.9632836580276489
6838,I'm nothing like you.,,I'm nothing like you.,src,PG,,i am nothing like you,i am nothing like you,['i am nothing like you'],['i am nothing like you'],"[['i', 'am', 'nothing', 'like', 'you']]","[['i', 'am', 'nothing', 'like', 'you']]","['I', 'be', 'nothing', 'like', 'you']","['I', 'be', 'nothing', 'like', 'you']",1.0000000000000002,0.9999998807907104
6839, ⁇  number was wrong.,,It was a wrong number.,src,PG,,   number was wrong,it was a wrong number,['   number was wrong'],['it was a wrong number'],"[['number', 'was', 'wrong']]","[['it', 'was', 'a', 'wrong', 'number']]","['number', 'be', 'wrong']","['it', 'be', 'a', 'wrong', 'number']",0.9497733950260129,0.9370474219322205
6840,"Oh, poor lad.",,Poor boy.,src,PG,,oh poor lad,poor boy,['oh poor lad'],['poor boy'],"[['oh', 'poor', 'lad']]","[['poor', 'boy']]","['oh', 'poor', 'lad']","['poor', 'boy']",0.4598063271391115,0.6600309610366821
6841,That help?,,Does that help?,src,PG,,that help,does that help,['that help'],['does that help'],"[['that', 'help']]","[['does', 'that', 'help']]","['that', 'help']","['do', 'that', 'help']",0.9110161062393696,0.8799315094947815
6842,"Oh, that was four years ago- -",,"Oh, that was four years ago.",src,PG,,oh that was four years ago ,oh that was four years ago,['oh that was four years ago'],['oh that was four years ago'],"[['oh', 'that', 'was', 'four', 'years', 'ago']]","[['oh', 'that', 'was', 'four', 'years', 'ago']]","['oh', 'that', 'be', 'four', 'year', 'ago']","['oh', 'that', 'be', 'four', 'year', 'ago']",1.0000000000000002,1.0
6843,"I know what I saw, ma'am.",,I know what I saw.,src,PG,,i know what i saw madam,i know what i saw,['i know what i saw madam'],['i know what i saw'],"[['i', 'know', 'what', 'i', 'saw', 'madam']]","[['i', 'know', 'what', 'i', 'saw']]","['I', 'know', 'what', 'I', 'see', 'madam']","['I', 'know', 'what', 'I', 'see']",0.7801736043367551,0.8228134512901306
6844,Sooner the better the better.,,Sooner the better.,src,PG,,sooner the better the better,sooner the better,['sooner the better the better'],['sooner the better'],"[['sooner', 'the', 'better', 'the', 'better']]","[['sooner', 'the', 'better']]","['soon', 'the', 'good', 'the', 'good']","['soon', 'the', 'good']",0.9448078396957865,0.9615749716758728
6845,She's unwell.,,She's sick.,src,PG,,she is unwell,she is sick,['she is unwell'],['she is sick'],"[['she', 'is', 'unwell']]","[['she', 'is', 'sick']]","['she', 'be', 'unwell']","['she', 'be', 'sick']",0.2403906570969362,0.7605377435684204
6846,I-I hate 'em.,,I hate 'em.,src,PG,,ii hate them,i hate them,['ii hate them'],['i hate them'],"[['ii', 'hate', 'them']]","[['i', 'hate', 'them']]","['ii', 'hate', 'they']","['I', 'hate', 'they']",0.8561651090922647,0.955267608165741
6847,"What day is it, bud?",,What day is it today?,src,PG,,what day is it bud,what day is it today,['what day is it bud'],['what day is it today'],"[['what', 'day', 'is', 'it', 'bud']]","[['what', 'day', 'is', 'it', 'today']]","['what', 'day', 'be', 'it', 'bud']","['what', 'day', 'be', 'it', 'today']",0.5511122221097777,0.9315791726112366
6848,I was talkin 'him.,,I spoke to him.,src,PG,,i was talkin him,i spoke to him,['i was talkin him'],['i spoke to him'],"[['i', 'was', 'talkin', 'him']]","[['i', 'spoke', 'to', 'him']]","['I', 'be', 'talkin', 'he']","['I', 'speak', 'to', 'he']",0.1877452811442353,0.9490512609481812
6849,"I'm goin 'to take a walk, man.",,I'm going for a walk.,src,PG,,i am goin to take a walk man,i am going for a walk,['i am goin to take a walk man'],['i am going for a walk'],"[['i', 'am', 'goin', 'to', 'take', 'a', 'walk', 'man']]","[['i', 'am', 'going', 'for', 'a', 'walk']]","['I', 'be', 'goin', 'to', 'take', 'a', 'walk', 'man']","['I', 'be', 'go', 'for', 'a', 'walk']",0.4939988950222053,0.8545841574668884
6850,¶ ¶ We're gonna have a beer ¶ ¶,,Beer,src,PG,,  we are going to have a beer  ,beer,['  we are going to have a beer'],['beer'],"[['we', 'are', 'going', 'to', 'have', 'a', 'beer']]",[['beer']],"['we', 'be', 'go', 'to', 'have', 'a', 'beer']",['beer'],0.7206792077122941,0.6268424391746521
6851,I said that's plenty.,,I said enough.,src,PG,,i said that is plenty,i said enough,['i said that is plenty'],['i said enough'],"[['i', 'said', 'that', 'is', 'plenty']]","[['i', 'said', 'enough']]","['I', 'say', 'that', 'be', 'plenty']","['I', 'say', 'enough']",0.29586004226640916,0.8183046579360962
6852,You know. you remind me of me,,"You know, you remind me of me.",src,PG,,you know you remind me of me,you know you remind me of me,['you know you remind me of me'],['you know you remind me of me'],"[['you', 'know', 'you', 'remind', 'me', 'of', 'me']]","[['you', 'know', 'you', 'remind', 'me', 'of', 'me']]","['you', 'know', 'you', 'remind', 'I', 'of', 'I']","['you', 'know', 'you', 'remind', 'I', 'of', 'I']",1.0000000000000002,0.9999997615814209
6853,Where's miles?,,Where's Miles?,src,PG,,where is miles,where is miles,['where is miles'],['where is miles'],"[['where', 'is', 'miles']]","[['where', 'is', 'miles']]","['where', 'be', 'mile']","['where', 'be', 'mile']",1.0000000000000002,1.0000001192092896
6854,Brandy- -,,Brandy.,src,PG,,brandy ,brandy,['brandy'],['brandy'],[['brandy']],[['brandy']],['brandy'],['brandy'],1.0,1.0000001192092896
6855,Is there anything we can do to help you out?,,Can we do anything?,src,PG,,is there anything we can do to help you out,can we do anything,['is there anything we can do to help you out'],['can we do anything'],"[['is', 'there', 'anything', 'we', 'can', 'do', 'to', 'help', 'you', 'out']]","[['can', 'we', 'do', 'anything']]","['be', 'there', 'anything', 'we', 'can', 'do', 'to', 'help', 'you', 'out']","['can', 'we', 'do', 'anything']",0.6617840251372371,0.700560450553894
6856,I did what I had to do today.,,I did what I had to.,src,PG,,i did what i had to do today,i did what i had to,['i did what i had to do today'],['i did what i had to'],"[['i', 'did', 'what', 'i', 'had', 'to', 'do', 'today']]","[['i', 'did', 'what', 'i', 'had', 'to']]","['I', 'do', 'what', 'I', 'have', 'to', 'do', 'today']","['I', 'do', 'what', 'I', 'have', 'to']",0.7389127569719595,0.7450370788574219
6857,I'll pay yöu..,,I'll pay you.,src,PG,,i will pay yöyou,i will pay you,['i will pay yöyou'],['i will pay you'],"[['i', 'will', 'pay', 'yöyou']]","[['i', 'will', 'pay', 'you']]","['I', 'will', 'pay', 'yöyou']","['I', 'will', 'pay', 'you']",0.7293263581105269,0.8768563866615295
6858,I'm not supposed to.,,I'm not supposed to be here.,src,PG,,i am not supposed to,i am not supposed to be here,['i am not supposed to'],['i am not supposed to be here'],"[['i', 'am', 'not', 'supposed', 'to']]","[['i', 'am', 'not', 'supposed', 'to', 'be', 'here']]","['I', 'be', 'not', 'suppose', 'to']","['I', 'be', 'not', 'suppose', 'to', 'be', 'here']",0.8764449432265611,0.62361741065979
6859,There's somethin out there.,,There's somebody out there.,src,PG,,there is somethin out there,there is somebody out there,['there is somethin out there'],['there is somebody out there'],"[['there', 'is', 'somethin', 'out', 'there']]","[['there', 'is', 'somebody', 'out', 'there']]","['there', 'be', 'something', 'out', 'there']","['there', 'be', 'somebody', 'out', 'there']",0.7716744922662896,0.7375549674034119
6860,"- Half an hour, sir.",,Half hour.,src,PG,, half an hour sir,half hour,[' half an hour sir'],['half hour'],"[['half', 'an', 'hour', 'sir']]","[['half', 'hour']]","['half', 'a', 'hour', 'sir']","['half', 'hour']",0.8542861748753792,0.9280257225036621
6861,Are you going to answer that?,,Are you gonna answer that?,src,PG,,are you going to answer that,are you going to answer that,['are you going to answer that'],['are you going to answer that'],"[['are', 'you', 'going', 'to', 'answer', 'that']]","[['are', 'you', 'going', 'to', 'answer', 'that']]","['be', 'you', 'go', 'to', 'answer', 'that']","['be', 'you', 'go', 'to', 'answer', 'that']",1.0000000000000002,0.9999999403953552
6862,Six o'clock p.m.,,6: 00.,src,PG,,six of the clock pm,6 00,['six of the clock pm'],['6 00'],"[['six', 'of', 'the', 'clock', 'pm']]","[['6', '00']]","['six', 'of', 'the', 'clock', 'p.m.']","['6', '00']",0.0,0.6929254531860352
6863,How long are you goin 'away?,,How long will you be away?,src,PG,,how long are you goin away,how long will you be away,['how long are you goin away'],['how long will you be away'],"[['how', 'long', 'are', 'you', 'goin', 'away']]","[['how', 'long', 'will', 'you', 'be', 'away']]","['how', 'long', 'be', 'you', 'goin', 'away']","['how', 'long', 'will', 'you', 'be', 'away']",0.8316269929030831,0.9553156495094299
6864,Who's this buffoon?,,Who's this clown?,src,PG,,who is this buffoon,who is this clown,['who is this buffoon'],['who is this clown'],"[['who', 'is', 'this', 'buffoon']]","[['who', 'is', 'this', 'clown']]","['who', 'be', 'this', 'buffoon']","['who', 'be', 'this', 'clown']",0.6410886095848918,0.8133317828178406
6865,"A little bit, hm.",,"A little, yeah.",src,PG,,a little bit hm,a little yeah,['a little bit hm'],['a little yeah'],"[['a', 'little', 'bit', 'hm']]","[['a', 'little', 'yeah']]","['a', 'little', 'bit', 'hm']","['a', 'little', 'yeah']",0.33816726007676756,0.8795179128646851
6866,"I declined, sir.",,I declined.,src,PG,,i declined sir,i declined,['i declined sir'],['i declined'],"[['i', 'declined', 'sir']]","[['i', 'declined']]","['I', 'decline', 'sir']","['I', 'decline']",0.814607521630641,0.8354250192642212
6867,Here's my address- -,,Here's my address.,src,PG,,here is my address ,here is my address,['here is my address'],['here is my address'],"[['here', 'is', 'my', 'address']]","[['here', 'is', 'my', 'address']]","['here', 'be', 'my', 'address']","['here', 'be', 'my', 'address']",1.0,0.9999998807907104
6868,Are you a police officer?,,Are you the police?,src,PG,,are you a police officer,are you the police,['are you a police officer'],['are you the police'],"[['are', 'you', 'a', 'police', 'officer']]","[['are', 'you', 'the', 'police']]","['be', 'you', 'a', 'police', 'officer']","['be', 'you', 'the', 'police']",0.6536978982882822,0.9349523186683655
6869,- Who's been on the phone?,,Who was on the phone?,src,PG,, who is been on the phone,who was on the phone,[' who is been on the phone'],['who was on the phone'],"[['who', 'is', 'been', 'on', 'the', 'phone']]","[['who', 'was', 'on', 'the', 'phone']]","['who', 'be', 'be', 'on', 'the', 'phone']","['who', 'be', 'on', 'the', 'phone']",0.9859757815060215,0.9882452487945557
6870,It's too soon-to.,,It's too soon.,src,PG,,it is too soonto,it is too soon,['it is too soonto'],['it is too soon'],"[['it', 'is', 'too', 'soonto']]","[['it', 'is', 'too', 'soon']]","['it', 'be', 'too', 'soonto']","['it', 'be', 'too', 'soon']",0.44275768724349207,0.9841688275337219
6871,"You're going to come with us, man.",,You're coming with us.,src,PG,,you are going to come with us man,you are coming with us,['you are going to come with us man'],['you are coming with us'],"[['you', 'are', 'going', 'to', 'come', 'with', 'us', 'man']]","[['you', 'are', 'coming', 'with', 'us']]","['you', 'be', 'go', 'to', 'come', 'with', 'we', 'man']","['you', 'be', 'come', 'with', 'we']",0.7766096054668331,0.825089693069458
6872,Do you recognize this guy?,,Know this guy?,src,PG,,do you recognize this guy,know this guy,['do you recognize this guy'],['know this guy'],"[['do', 'you', 'recognize', 'this', 'guy']]","[['know', 'this', 'guy']]","['do', 'you', 'recognize', 'this', 'guy']","['know', 'this', 'guy']",0.606826411303692,0.8264771699905396
6873,"Hands up, hands up.",,Raise your hands.,src,PG,,hands up hands up,raise your hands,['hands up hands up'],['raise your hands'],"[['hands', 'up', 'hands', 'up']]","[['raise', 'your', 'hands']]","['hand', 'up', 'hand', 'up']","['raise', 'your', 'hand']",0.4360314565993409,0.9240130186080933
6874,"Please, Mama.",,"Please, Mama.",src,PG,,please mama,please mama,['please mama'],['please mama'],"[['please', 'mama']]","[['please', 'mama']]","['please', 'mama']","['please', 'mama']",1.0000000000000002,1.0
6875,She's my next-door.,,She's my neighbor.,src,PG,,she is my nextdoor,she is my neighbor,['she is my nextdoor'],['she is my neighbor'],"[['she', 'is', 'my', 'nextdoor']]","[['she', 'is', 'my', 'neighbor']]","['she', 'be', 'my', 'nextdoor']","['she', 'be', 'my', 'neighbor']",0.366948632174769,0.7636297941207886
6876,You're rushing?,,In a hurry?,src,PG,,you are rushing,in a hurry,['you are rushing'],['in a hurry'],"[['you', 'are', 'rushing']]","[['in', 'a', 'hurry']]","['you', 'be', 'rush']","['in', 'a', 'hurry']",0.0,0.5874678492546082
6877,That's my girlfriend.,,My baby girl.,src,PG,,that is my girlfriend,my baby girl,['that is my girlfriend'],['my baby girl'],"[['that', 'is', 'my', 'girlfriend']]","[['my', 'baby', 'girl']]","['that', 'be', 'my', 'girlfriend']","['my', 'baby', 'girl']",0.17974351640776148,0.6898961067199707
6878,- lt's not what it's like.,,It's not how it looks.,src,PG,, lts not what it is like,it is not how it looks,[' lts not what it is like'],['it is not how it looks'],"[['lts', 'not', 'what', 'it', 'is', 'like']]","[['it', 'is', 'not', 'how', 'it', 'looks']]","['lt', 'not', 'what', 'it', 'be', 'like']","['it', 'be', 'not', 'how', 'it', 'look']",0.3221447907006458,0.7956122159957886
6879,It was years ago..,,It was years ago.,src,PG,,it was years ago,it was years ago,['it was years ago'],['it was years ago'],"[['it', 'was', 'years', 'ago']]","[['it', 'was', 'years', 'ago']]","['it', 'be', 'year', 'ago']","['it', 'be', 'year', 'ago']",1.0,1.0000001192092896
6880,I've got an announcement to make.,,I have an announcement.,src,PG,,i have got an announcement to make,i have an announcement,['i have got an announcement to make'],['i have an announcement'],"[['i', 'have', 'got', 'an', 'announcement', 'to', 'make']]","[['i', 'have', 'an', 'announcement']]","['I', 'have', 'get', 'a', 'announcement', 'to', 'make']","['I', 'have', 'a', 'announcement']",0.775046395848086,0.893524706363678
6881,What's she lookin 'at anyway?,,What's she look like?,src,PG,,what is she lookin at anyway,what is she look like,['what is she lookin at anyway'],['what is she look like'],"[['what', 'is', 'she', 'lookin', 'at', 'anyway']]","[['what', 'is', 'she', 'look', 'like']]","['what', 'be', 'she', 'lookin', 'at', 'anyway']","['what', 'be', 'she', 'look', 'like']",0.2992607392896263,0.7724569439888
6882,No-one needs me,,No one needs me.,src,PG,,noone needs me,no one needs me,['noone needs me'],['no one needs me'],"[['noone', 'needs', 'me']]","[['no', 'one', 'needs', 'me']]","['no-one', 'need', 'I']","['no', 'one', 'need', 'I']",1.0,0.9725531935691833
